"V1","V2","V3","V4","V5","V6","V7","V8"
0.000157087857909702,0.000982069117175258,0.00393214000001953,0.0157907740934312,3.84145882069412,5.02388618731488,6.63489660102121,7.87943857662241
0.0201006717070029,0.0506356159685798,0.102586588775101,0.210721031315653,5.99146454710798,7.37775890822787,9.21034037197618,10.5966347330961
0.114831801899117,0.215795282623898,0.351846317749272,0.584374374155183,7.81472790325118,9.34840360449614,11.3448667301444,12.8381564665986
0.297109480506532,0.48441855708793,0.710723021397324,1.06362321677922,9.48772903678115,11.1432867818778,13.2767041359876,14.8602590005602
0.554298076728277,0.831211613486663,1.14547622606177,1.61030798696232,11.0704976935164,12.83250199403,15.086272469389,16.749602343639
0.872090330156587,1.2373442457912,1.63538289432791,2.20413065649864,12.591587243744,14.4493753354479,16.8118938297709,18.5475841785111
1.23904230556793,1.68986918067736,2.16734990929806,2.83310691781534,14.0671404493402,16.0127642746293,18.4753069065824,20.2777398749626
1.64649737269077,2.17973074725265,2.73263679349966,3.48953912564982,15.5073130558655,17.5345461394846,20.0902350296632,21.9549549906595
2.08790073587073,2.70038949998036,3.32511284306682,4.16815900814611,16.9189776046205,19.0227677986416,21.6659943334619,23.5893507812574
2.55821216018721,3.24697278023684,3.94029913611906,4.86518205192533,18.3070380532751,20.4831773508074,23.2092511589544,25.1881795719712
3.05348410664068,3.8157482522361,4.57481307932223,5.57778478979985,19.6751375726825,21.9200492610212,24.7249703113183,26.7568489164696
3.57056897060439,4.4037885069817,5.22602948839264,6.30379605958433,21.0260698174831,23.3366641586453,26.2169673055358,28.299518822046
4.1069154715044,5.00875051181033,5.89186433770985,7.04150458009546,22.3620324948269,24.7356048849315,27.688249610457,29.8194712236532
4.66042506265777,5.62872610303973,6.57063138378934,7.78953360975237,23.6847913048406,26.1189480450374,29.1412377406728,31.3193496225953
5.22934888409896,6.26213779504325,7.26094392767003,8.54675624170455,24.9957901397286,27.488392863443,30.5779141668925,32.8013206457918
5.81221247013497,6.90766435349701,7.96164557237855,9.312236353796,26.2962276048642,28.8453507234048,31.9999269088152,34.2671865378267
6.40775977773894,7.56418644957757,8.67176020467008,10.0851863346193,27.5871116382753,30.1910091216398,33.4086636050046,35.7184656590046
7.01491090117258,8.23074619475667,9.39045508068898,10.8649361165089,28.8692994303926,31.5263784403866,34.8053057347051,37.1564514566067
7.63272964757147,8.90651648198797,10.117013063859,11.6509100321269,30.1435272056462,32.8523268617297,36.19086912927,38.5822565549342
8.2603983325464,9.59077739226487,10.8508113941826,12.4426092104501,31.4104328442309,34.1696069028383,37.566234786625,39.9968463129386
8.89719794207721,10.2828977825229,11.5913052088207,13.2395979753953,32.6705733409173,35.4788759057272,38.9321726835161,41.4010647714176
9.54249233878507,10.9823207344737,12.3380145787906,14.041493189422,33.9244384714438,36.7807120840355,40.2893604375939,42.7956549993085
10.1957155557458,11.6885519224524,13.0905141881728,14.8479557992677,35.1724616269081,38.0756272503558,41.6383981188585,44.1812752499711
10.8563614755323,12.4011502174444,13.8484250271702,15.6586840525128,36.4150285018073,39.3640770266039,42.9798201393516,45.5585119365306
11.5239753722493,13.1197200249378,14.6114076394833,16.4734079986734,37.6524841334828,40.6464691202752,44.3141048962192,46.9278901600808
12.1981469235056,13.8439049820076,15.3791565832617,17.2918849897388,38.88513865983,41.9231700963539,45.6416826662831,48.2898823324568
12.8785043931446,14.5733827308217,16.1513958496641,18.113895966896,40.1132720694136,43.194510966156,46.9629421247514,49.6449152989942
13.5647097546188,15.3078605526012,16.9278750444225,18.9392423719175,41.3371381514274,44.4607918363178,48.2782357703155,50.9933762684994
14.2564545762747,16.0470716953649,17.7083661828246,19.7677435594748,42.5569678042927,45.7222858041745,49.5878844728988,52.3356177859336
14.9534565284554,16.7907722655666,18.4926609819535,20.5992346145853,43.7729718257422,46.9792422436712,50.8921813115171,53.6719619302406
22.1642612529752,24.4330391708079,26.5093031966931,29.0505229305455,55.758479278887,59.3417071431712,63.6907397515645,66.7659618328039
29.7066826988413,32.3573636956586,34.7642516835017,37.6886483939785,67.5048065495412,71.4201951875064,76.1538912490127,79.4899784668289
70.0648949253998,74.2219274749237,77.9294651650172,82.3581358123571,124.342113404004,129.561197185837,135.806723171027,140.169489442314
